id,ar_name,en_name,fr_name,ar_content,fr_content,en_content,total,transcription,audio_url,tasbih_id,numOrder,ml_name,ml_content,communityId,is_active,created_at,updated_at
36,حَسْبِيَ اللَّهُ لاَ إِلَهَ إِلاَّ هُوَ عَلَيْهِ تَوَكَّلْتُ وَهُوَ رَبُّ الْعَرْشِ الْعَظِيمِ,"Sufficient for me is Allah. There is no deity except Him. In Him I have placed my trust, and He is the Lord of the Mighty Throne.

","Allah me suffit. Il n’y a de divinité que Lui. En Lui je place ma confiance, et Il est le Seigneur du Trône immense.

",حَسْبِيَ اللَّهُ لاَ إِلَهَ إِلاَّ هُوَ عَلَيْهِ تَوَكَّلْتُ وَهُوَ رَبُّ الْعَرْشِ الْعَظِيمِ,"Allah me suffit. Il n’y a de divinité que Lui. En Lui je place ma confiance, et Il est le Seigneur du Trône immense.

","Sufficient for me is Allah. There is no deity except Him. In Him I have placed my trust, and He is the Lord of the Mighty Throne.

",70,"Ḥasbiyallāhu lā ilāha illā huwa, ‘alayhi tawakkaltu wa huwa rabbu-l-‘arshi-l-‘aẓīm.

",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,9,"Cukuplah Allah bagiku. Tidak ada Tuhan selain Dia. Kepada-Nya aku bertawakkal, dan Dia adalah Tuhan Arasy yang agung.","Cukuplah Allah bagiku. Tidak ada Tuhan selain Dia. Kepada-Nya aku bertawakkal, dan Dia adalah Tuhan Arasy yang agung.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
37," أَسْتَغْفِرُ اللهَ الْعَظِيمَ الَّذِي لَا إِلَهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ","I seek forgiveness from Allah, the Almighty, there is no deity except Him, the Ever-Living, the Sustainer of all existence.

","Je demande pardon à Allah, le Grand, nul n’est digne d’adoration à part Lui, le Vivant, Celui qui subsiste par Lui-même (al-Qayyūm).

"," أَسْتَغْفِرُ اللهَ الْعَظِيمَ الَّذِي لَا إِلَهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ","Je demande pardon à Allah, le Grand, nul n’est digne d’adoration à part Lui, le Vivant, Celui qui subsiste par Lui-même (al-Qayyūm).

","I seek forgiveness from Allah, the Almighty, there is no deity except Him, the Ever-Living, the Sustainer of all existence.

",70,"Astaghfirullāha-l-‘aẓīma lladhī lā ilāha illā huwa-l-ḥayyu-l-qayyūm.

",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,10,"Aku memohon ampun kepada Allah Yang Maha Agung, tiada Tuhan melainkan Dia, Yang Maha Hidup, Yang Mengurus (makhluk-Nya).","Aku memohon ampun kepada Allah Yang Maha Agung, tiada Tuhan melainkan Dia, Yang Maha Hidup, Yang Mengurus (makhluk-Nya).",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
38,لاَ إِلَهَ إِلَّا اللَّهُ مُحَمَّدٌ رَسُولُ اللَّهِ عَلَيْهِ بالِهِ وَصَحْبِهِ صَلَاةُ اللَّهِ تَبَارَكَ وَتَعَالَى وَسَلام الله,"There is no deity except Allah, Muhammad is the Messenger of Allah. May the blessings of Allah, the Blessed and Exalted, and the peace of Allah be upon him, his family, and his companions.

","Il n'y a de divinité que Dieu, Muhammad est le Messager de Dieu. Que les prières d'Allah, Le Béni et Exalté, et la paix d'Allah soient sur lui, sa famille et ses compagnons.

",لاَ إِلَهَ إِلَّا اللَّهُ مُحَمَّدٌ رَسُولُ اللَّهِ عَلَيْهِ بالِهِ وَصَحْبِهِ صَلَاةُ اللَّهِ تَبَارَكَ وَتَعَالَى وَسَلام الله,"Il n'y a de divinité que Dieu, Muhammad est le Messager de Dieu. Que les prières d'Allah, Le Béni et Exalté, et la paix d'Allah soient sur lui, sa famille et ses compagnons.

","There is no deity except Allah, Muhammad is the Messenger of Allah. May the blessings of Allah, the Blessed and Exalted, and the peace of Allah be upon him, his family, and his companions.

",50,"Lā ilāha illā Allāh, Muḥammadun Rasūlu-llāh, ‘alayhi wa ālihi wa ṣaḥbihi ṣalātu Allāhi tabāraka wa ta‘ālā wa salāmu-llāh.",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,11,"Tiada Tuhan melainkan Allah, Muhammad adalah Rasul Allah. Selawat Allah Yang Maha Berkat dan Maha Tinggi serta salam-Nya ke atas baginda, keluarga dan para sahabatnya.","Tiada Tuhan melainkan Allah, Muhammad adalah Rasul Allah. Selawat Allah Yang Maha Berkat dan Maha Tinggi serta salam-Nya ke atas baginda, keluarga dan para sahabatnya.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
39,اللَّهُمَّ صَلِّ عَلى سَيِّدِنَا مُحَمَّدٍ ، الفاتِحِ لِمَا أُغْلِقَ و الخاتِمِ لِمَا سَبَقَ ، نَاصِرِ الحَقِّ بِالحَقِّ و الهَادِي إلى صِرَاطِكَ المُسْتَقِيمِ ، و عَلَى آلِهِ حَقَّ قَدْرِهِ و مِقْدَارِهِ العَظِيمِ,"O Allah, send blessings upon our master Muhammad, the opener of what was closed, the seal of what came before, the supporter of the truth with the truth, and the guide to Your straight path, and upon his family, in accordance with the grandeur of his rank and immense station.

","Ô Allah, prie sur notre maître Muhammad, l'Ouverture de ce qui fut fermé, le Sceau de ce qui précéda, le Défenseur de la vérité par la vérité, et le Guide vers Ton droit chemin, ainsi que sur sa famille, avec toute la grandeur et la mesure de son rang sublime.

",اللَّهُمَّ صَلِّ عَلى سَيِّدِنَا مُحَمَّدٍ ، الفاتِحِ لِمَا أُغْلِقَ و الخاتِمِ لِمَا سَبَقَ ، نَاصِرِ الحَقِّ بِالحَقِّ و الهَادِي إلى صِرَاطِكَ المُسْتَقِيمِ ، و عَلَى آلِهِ حَقَّ قَدْرِهِ و مِقْدَارِهِ العَظِيمِ,"Ô Allah, prie sur notre maître Muhammad, l'Ouverture de ce qui fut fermé, le Sceau de ce qui précéda, le Défenseur de la vérité par la vérité, et le Guide vers Ton droit chemin, ainsi que sur sa famille, avec toute la grandeur et la mesure de son rang sublime.

","O Allah, send blessings upon our master Muhammad, the opener of what was closed, the seal of what came before, the supporter of the truth with the truth, and the guide to Your straight path, and upon his family, in accordance with the grandeur of his rank and immense station.

",100,"Allāhumma ṣalli ‘alā sayyidinā Muḥammad, al-fātiḥi limā ughliqa, wa-l-khātimi limā sabaqa, nāṣiri-l-ḥaqqi bi-l-ḥaqqi, wa-l-hādī ilā ṣirāṭika-l-mustaqīm, wa ‘alā ālihi ḥaqqa qadrihi wa miqdārihi-l-‘aẓīm.",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,12,"Ya Allah, limpahkanlah selawat ke atas junjungan kami, Nabi Muhammad, pembuka bagi apa yang tertutup, penutup bagi apa yang telah berlalu, penolong kebenaran dengan kebenaran, dan pembimbing ke jalan-Mu yang lurus, serta ke atas keluarganya, menurut kadar dan martabatnya yang agung.","Ya Allah, limpahkanlah selawat ke atas junjungan kami, Nabi Muhammad, pembuka bagi apa yang tertutup, penutup bagi apa yang telah berlalu, penolong kebenaran dengan kebenaran, dan pembimbing ke jalan-Mu yang lurus, serta ke atas keluarganya, menurut kadar dan martabatnya yang agung.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
40,"لا إلهَ إلاَّ اللَّه وحْدهُ لاَ شَرِيكَ لهُ، لَهُ المُلْكُ، ولَهُ الحمْدُ، وَهُو عَلَى كُلِّ شَيءٍ قَدِيرٌ، ","There is no deity except Allah, alone, with no partner. To Him belongs the sovereignty and to Him belongs all praise, and He has power over all things","Il n'y a de divinité que Dieu, Lui seul sans associé, à Lui appartient la royauté et à Lui revient la louange, et Il est capable de toute chose","لا إلهَ إلاَّ اللَّه وحْدهُ لاَ شَرِيكَ لهُ، لَهُ المُلْكُ، ولَهُ الحمْدُ، وَهُو عَلَى كُلِّ شَيءٍ قَدِيرٌ، ","Il n'y a de divinité que Dieu, Lui seul sans associé, à Lui appartient la royauté et à Lui revient la louange, et Il est capable de toute chose","There is no deity except Allah, alone, with no partner. To Him belongs the sovereignty and to Him belongs all praise, and He has power over all things",10,"Lā ilāha illā Allāh, waḥdahu lā sharīka lah, lahu-l-mulku wa lahu-l-ḥamdu wa huwa ‘alā kulli shay’in qadīr,",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,13,"Tiada Tuhan melainkan Allah, satu-satunya, tiada sekutu bagi-Nya, bagi-Nya kerajaan dan bagi-Nya segala pujian, dan Dia Maha Kuasa atas segala sesuatu","Tiada Tuhan melainkan Allah, satu-satunya, tiada sekutu bagi-Nya, bagi-Nya kerajaan dan bagi-Nya segala pujian, dan Dia Maha Kuasa atas segala sesuatu",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
41,"
اللَّهُمَّ صَل وَسَلَّمْ وَبَارِكْ عَلَى سَيِّدِ مَا وَمَوْلَانَا مَحَمَّدِ النَّبِيِّ الأُمِّيِّ وَعَلَى الهِ وَصحبِهِ  وَسَلَا مَا وَبَرَكَة تھب لي بهِمَا
 سَعَادَ ة لَا شَفَاوَة بَعْدَهَا وَاكْبَرَ رَضَ مِنكَ لا سخط بَعْدَهُ أَبَدًا","O Allah, send Your blessings, peace, and grace upon our master and leader, Muhammad, the unlettered Prophet, and upon his family and companions. Grant me through them a happiness after which there is no intercession, and the greatest satisfaction from You, after which there will never be any displeasure.","Ô Allah, envoie Tes bénédictions, paix et grâce sur notre maître et seigneur, Muhammad, le Prophète illettré, ainsi que sur sa famille et ses compagnons. Accorde-moi à travers eux un bonheur après lequel il n'y a plus d'intercession, et la plus grande satisfaction de Ta part, après laquelle il n'y aura jamais de mécontentement.","
اللَّهُمَّ صَل وَسَلَّمْ وَبَارِكْ عَلَى سَيِّدِ مَا وَمَوْلَانَا مَحَمَّدِ النَّبِيِّ الأُمِّيِّ وَعَلَى الهِ وَصحبِهِ  وَسَلَا مَا وَبَرَكَة تھب لي بهِمَا
 سَعَادَ ة لَا شَفَاوَة بَعْدَهَا وَاكْبَرَ رَضَ مِنكَ لا سخط بَعْدَهُ أَبَدًا","Ô Allah, envoie Tes bénédictions, paix et grâce sur notre maître et seigneur, Muhammad, le Prophète illettré, ainsi que sur sa famille et ses compagnons. Accorde-moi à travers eux un bonheur après lequel il n'y a plus d'intercession, et la plus grande satisfaction de Ta part, après laquelle il n'y aura jamais de mécontentement.","O Allah, send Your blessings, peace, and grace upon our master and leader, Muhammad, the unlettered Prophet, and upon his family and companions. Grant me through them a happiness after which there is no intercession, and the greatest satisfaction from You, after which there will never be any displeasure.",1,Allāhumma ṣall wa-sallim wa-bārik ʿalā sayyidinā wa-mawlānā Muḥammad an-nabiyy al-ummī wa-ʿalā ālihī wa-ṣaḥbihī wa-salām wa-baraka. Thahib lī bihimā saʿādah lā shafāʾah baʿdahā wa-akbar riḍā mink lā saḫaṭa baʿdahu abadan,https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,14,"Ya Allah, limpahkanlah selawat, salam, dan keberkatan ke atas junjungan dan pemimpin kami, Nabi Muhammad, nabi yang tidak tahu membaca, serta ke atas keluarganya dan sahabat-sahabatnya. Anugerahkanlah kepadaku melalui mereka kebahagiaan yang tiada syafaat selepasnya, dan keredhaan terbesar dari-Mu, yang tiada kemurkaan selepasnya selama-lamanya.","Ya Allah, limpahkanlah selawat, salam, dan keberkatan ke atas junjungan dan pemimpin kami, Nabi Muhammad, nabi yang tidak tahu membaca, serta ke atas keluarganya dan sahabat-sahabatnya. Anugerahkanlah kepadaku melalui mereka kebahagiaan yang tiada syafaat selepasnya, dan keredhaan terbesar dari-Mu, yang tiada kemurkaan selepasnya selama-lamanya.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
42,"
يَارَبَّ الْعَالَمِينَ يَا بَدِيعُ يَا وَابِ يَا وَهَابُ يَا نافع يانافع يَا كَرِيمٌ 
يَا نَافِعُ يَا أَكْرَمَ يَا رَبَّ الْعَالَمِينَ يا احد يا لَطيف يَا بَا قِي يَا لَطيف يَا أَكْرَمُ يا داءم يا خالق الدنيا و الا خرة وملك الدنيا والاخرة وما فيهما وبشر الذين امنوا وَعَمِلُوا الصَّالِحَاتِ أَنَّ لَهُمْ جنَّتِ تجري من تحتها الأنهار كلما رزقو مِنْهَا مِن ثَمَرَةٍ
رِزْقًا قَالُوا هَذَا الذي رزقنا من قبل واتوا به متشبها
وَلَهُمْ فِيهَا أَزْواج مُطَهَّرَةٌ وَهُمْ فيهَا خَلِدُونَ","O Generous, O Beautiful, O Affectionate, O Lord of all worlds, O Originator, O Bestower, O Giver, O Benefactor, O Benefactor, O Generous, O Benefactor, O Most Generous, O Lord of all worlds, O Unique, O Gentle, O Everlasting, O Creator of this world and the Hereafter, and the Sovereign of this world and the Hereafter and all that is in them. And give glad tidings to those who believe and do righteous deeds that for them are Gardens beneath which rivers flow. Whenever they are provided with a fruit therefrom, they will say, 'This is what we were provided with before,' and they will be given similar [provisions]. And they will have purified spouses therein, and they will abide therein forever.","Ô Généreux, ô Beau, ô Affectueux, ô Seigneur des mondes, ô Innovateur, ô Accueillant, ô Donateur, ô Bienfaiteur, ô Bienfaiteur, ô Généreux, ô Bienfaiteur, ô Très Généreux, ô Seigneur des mondes, ô Unique, ô Doux, ô Éternel, ô Créateur de ce monde et de l'Au-delà, et Souverain de ce monde et de l'Au-delà, ainsi que de tout ce qu'ils contiennent. Et annonce à ceux qui croient et accomplissent des bonnes œuvres que pour eux sont des Jardins sous lesquels coulent des rivières. Chaque fois qu'ils reçoivent une provision en fruit, ils disent : « C'est ce qui nous a été accordé auparavant », et ils recevront des provisions similaires. Et ils auront des épouses purifiées, et ils y demeureront éternellement.","
يَارَبَّ الْعَالَمِينَ يَا بَدِيعُ يَا وَابِ يَا وَهَابُ يَا نافع يانافع يَا كَرِيمٌ 
يَا نَافِعُ يَا أَكْرَمَ يَا رَبَّ الْعَالَمِينَ يا احد يا لَطيف يَا بَا قِي يَا لَطيف يَا أَكْرَمُ يا داءم يا خالق الدنيا و الا خرة وملك الدنيا والاخرة وما فيهما وبشر الذين امنوا وَعَمِلُوا الصَّالِحَاتِ أَنَّ لَهُمْ جنَّتِ تجري من تحتها الأنهار كلما رزقو مِنْهَا مِن ثَمَرَةٍ
رِزْقًا قَالُوا هَذَا الذي رزقنا من قبل واتوا به متشبها
وَلَهُمْ فِيهَا أَزْواج مُطَهَّرَةٌ وَهُمْ فيهَا خَلِدُونَ","Ô Généreux, ô Beau, ô Affectueux, ô Seigneur des mondes, ô Innovateur, ô Accueillant, ô Donateur, ô Bienfaiteur, ô Bienfaiteur, ô Généreux, ô Bienfaiteur, ô Très Généreux, ô Seigneur des mondes, ô Unique, ô Doux, ô Éternel, ô Créateur de ce monde et de l'Au-delà, et Souverain de ce monde et de l'Au-delà, ainsi que de tout ce qu'ils contiennent. Et annonce à ceux qui croient et accomplissent des bonnes œuvres que pour eux sont des Jardins sous lesquels coulent des rivières. Chaque fois qu'ils reçoivent une provision en fruit, ils disent : « C'est ce qui nous a été accordé auparavant », et ils recevront des provisions similaires. Et ils auront des épouses purifiées, et ils y demeureront éternellement.","O Generous, O Beautiful, O Affectionate, O Lord of all worlds, O Originator, O Bestower, O Giver, O Benefactor, O Benefactor, O Generous, O Benefactor, O Most Generous, O Lord of all worlds, O Unique, O Gentle, O Everlasting, O Creator of this world and the Hereafter, and the Sovereign of this world and the Hereafter and all that is in them. And give glad tidings to those who believe and do righteous deeds that for them are Gardens beneath which rivers flow. Whenever they are provided with a fruit therefrom, they will say, 'This is what we were provided with before,' and they will be given similar [provisions]. And they will have purified spouses therein, and they will abide therein forever.",1,"Yā Karīm, yā Jamīl, yā Wadūd, yā Rabb al-ʿālamīn, yā Badīʿ, yā Wāb, yā Wahhāb, yā Nāfiʿ, yā Nāfiʿ, yā Karīm, yā Nāfiʿ, yā Akrām, yā Rabb al-ʿālamīn, yā Aḥad, yā Laṭīf, yā Bāfī, yā Laṭīf, yā Akrām, yā Dāʾim, yā Khāliq ad-dunyā wa-l-ākhira wa-malik ad-dunyā wa-l-ākhira wa-mā fīhimā. Wa-bashshir alladhīna āmanū wa-ʿamilū aṣ-ṣāliḥāt anna lahum jannātin tajrī min taḥtihā al-anhār. Kullamā ruziqū minhā min thamratin rizqan qālū hādhā al-ladhī ruziqnā min qablu wa-utū bihī mutashābihan. Wa-lahum fīhā azwāj muṭahharatun wa-hum fīhā khālidūn.",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,15,"Wahai Yang Maha Pemurah, wahai Yang Maha Indah, wahai Yang Maha Penyayang, wahai Tuhan sekalian alam, wahai Pencipta, wahai Pemberi, wahai Penganugerah, wahai Yang Maha Menguntungkan, wahai Yang Maha Menguntungkan, wahai Yang Maha Pemurah, wahai Yang Maha Menguntungkan, wahai Yang Maha Mulia, wahai Tuhan sekalian alam, wahai Yang Maha Esa, wahai Yang Maha Lembut, wahai Yang Kekal, wahai Pencipta dunia dan akhirat, serta Raja dunia dan akhirat dan segala isinya. Dan sampaikanlah berita gembira kepada mereka yang beriman dan beramal soleh bahawa bagi mereka Syurga yang mengalir di bawahnya sungai-sungai. Setiap kali mereka diberi rezeki berupa buah-buahan darinya, mereka akan berkata, ""Inilah rezeki yang telah diberikan kepada kami sebelumnya,"" dan mereka akan diberi rezeki yang serupa. Dan bagi mereka pasangan yang disucikan, dan mereka kekal di dalamnya selama-lamanya.","Wahai Yang Maha Pemurah, wahai Yang Maha Indah, wahai Yang Maha Penyayang, wahai Tuhan sekalian alam, wahai Pencipta, wahai Pemberi, wahai Penganugerah, wahai Yang Maha Menguntungkan, wahai Yang Maha Menguntungkan, wahai Yang Maha Pemurah, wahai Yang Maha Menguntungkan, wahai Yang Maha Mulia, wahai Tuhan sekalian alam, wahai Yang Maha Esa, wahai Yang Maha Lembut, wahai Yang Kekal, wahai Pencipta dunia dan akhirat, serta Raja dunia dan akhirat dan segala isinya. Dan sampaikanlah berita gembira kepada mereka yang beriman dan beramal soleh bahawa bagi mereka Syurga yang mengalir di bawahnya sungai-sungai. Setiap kali mereka diberi rezeki berupa buah-buahan darinya, mereka akan berkata, ""Inilah rezeki yang telah diberikan kepada kami sebelumnya,"" dan mereka akan diberi rezeki yang serupa. Dan bagi mereka pasangan yang disucikan, dan mereka kekal di dalamnya selama-lamanya.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
43,سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ,"Glory be to your Lord, the Lord of Might, above what they describe. And peace be upon the messengers. And praise be to God, Lord of the worlds.","Gloire à ton Seigneur, Seigneur de gloire au-dessus de ce qu'ils décrivent, et paix soit sur les messagers, et louange à Dieu, Seigneur des mondes.",سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ,"Gloire à ton Seigneur, Seigneur de gloire au-dessus de ce qu'ils décrivent, et paix soit sur les messagers, et louange à Dieu, Seigneur des mondes.","Glory be to your Lord, the Lord of Might, above what they describe. And peace be upon the messengers. And praise be to God, Lord of the worlds.",1,"Subḥāna Rabbika Rabbil-ʿizzati ʿammā yaṣifūn, wa salāmun ʿala-l-mursalīn, wal-ḥamdu lillāhi Rabbil-ʿālamīn.",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,16,"Maha Suci Tuhanmu, Tuhan yang mempunyai kekuasaan, dari apa yang mereka sifatkan. Dan salam sejahtera ke atas para Rasul. Dan segala puji bagi Allah, Tuhan sekalian alam.","Maha Suci Tuhanmu, Tuhan yang mempunyai kekuasaan, dari apa yang mereka sifatkan. Dan salam sejahtera ke atas para Rasul. Dan segala puji bagi Allah, Tuhan sekalian alam.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
44,"أَسْتَغْفِرُ اللهَ الْعَظِيمَ الَّذِي لَا إِلَهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ ","I seek forgiveness from Allah, the Almighty, there is no deity but Him, the Ever-Living, the Sustainer of existence.","Je demande pardon à Dieu, l'Immense, Celui en dehors de qui il n'y a pas de divinité, l'Éternel et le Soutien de toute chose.","أَسْتَغْفِرُ اللهَ الْعَظِيمَ الَّذِي لَا إِلَهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ ","Je demande pardon à Dieu, l'Immense, Celui en dehors de qui il n'y a pas de divinité, l'Éternel et le Soutien de toute chose.","I seek forgiveness from Allah, the Almighty, there is no deity but Him, the Ever-Living, the Sustainer of existence.",3,Astaghfirullāha l-ʿaẓīma l-ladhī lā ilāha illā huwa l-ḥayyul-qayyūm,,6,1,"Aku memohon ampun kepada Allah Yang Maha Agung, tiada Tuhan melainkan Dia, Yang Maha Hidup, Yang Maha Mengurus segala sesuatu.","Aku memohon ampun kepada Allah Yang Maha Agung, tiada Tuhan melainkan Dia, Yang Maha Hidup, Yang Maha Mengurus segala sesuatu.",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
45,آية الكرسي,"Ayatoul koursiyou ",Le verset du Trône,اللهُ لاَ إِلَهَ إِلاَّ هُوَ الحَيُّ القَيُّومُ لاَ تَأْخُذُهُ سِنَةٌ وَ لاَ نَوْمٌ لَهُ مَا فِي السَّمَاوَاتِ وَ مَا فِي الأَرْضِ مَنْ ذَا الَّذِي يَشْفَعُ عِنْدَهُ إِلاَّ بِإِذْنِهِ يَعْلَمُ مَا بَيْنَ أَيْدِيهِمْ وَ مَا خَلْفَهُمْ وَ لاَ يُحِيطُونَ بِشَيْءٍ مِنْ عِلْمِهِ إِلاَّ بِمَا شَاءَ وَسِعَ كُرْسِيُّهُ السَّمَاوَاتِ وَ الأَرْضَ وَ لاَ يَئُودُهُ حِفْظُهُمَا وَ هُوَ العَلَيُّ العَظِيمُ,"Dieu, il n'y a de divinité que Lui, le Vivant, Celui qui subsiste par Lui-même. Ni somnolence ni sommeil ne Le saisissent. À Lui appartient tout ce qui est dans les cieux et sur la terre. Qui peut intercéder auprès de Lui sans Sa permission? Il sait ce qui est devant eux et ce qui est derrière eux, et ils n'embrassent de Sa science que ce qu'Il veut. Son Trône s'étend sur les cieux et la terre, dont la garde ne Lui coûte aucune peine. Il est le Très-Haut, le Très-Grand.","Allah, there is no deity except Him, the Ever-Living, the Sustainer of existence. Neither drowsiness overtakes Him nor sleep. To Him belongs whatever is in the heavens and whatever is on the earth. Who is it that can intercede with Him except by His permission? He knows what is before them and what will be after them, and they encompass not a thing of His knowledge except for what He wills. His Kursi (throne) extends over the heavens and the earth, and their preservation tires Him not. And He is the Most High, the Most Great.",1,"Allāhu lā ilāha illā huwa l-ḥayyul-qayyūm, lā ta'khudhuhu sinatun wa lā nawm, lahu mā fī s-samāwāti wa mā fī l-arḍ. Man dha lladhī yashfaʿu ʿindahu illā bi-idhnih, yaʿlamu mā bayna aydīhim wa mā khalfahum, wa lā yuḥīṭūna bi-shayʾin min ʿilmihi illā bimā shāʾ. Wasiʿa kursiyyuhu s-samāwāti wa-l-arḍ, wa lā yaʾūduhu ḥifẓuhumā wa huwa l-ʿaliyyu l-ʿaẓīm.",,6,2,"Ayatoul koursiyou ","Allah, tiada Tuhan melainkan Dia, Yang Maha Hidup, Yang Mengurus segala sesuatu. Tidak mengantuk dan tidak tidur. Kepunyaan-Nya apa yang ada di langit dan di bumi. Siapakah yang dapat memberi syafaat di sisi-Nya kecuali dengan izin-Nya? Dia mengetahui apa yang ada di hadapan mereka dan apa yang ada di belakang mereka, dan mereka tidak dapat meliputi sesuatu pun dari ilmu-Nya kecuali apa yang Dia kehendaki. Kursi-Nya meliputi langit dan bumi, dan Dia tidak merasa berat memelihara keduanya. Dia Maha Tinggi lagi Maha Besar.",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
46,بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful.","Au nom de Dieu, le Tout Miséricordieux, le Très Miséricordieux.",بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ,"Au nom de Dieu, le Tout Miséricordieux, le Très Miséricordieux.","In the name of Allah, the Most Gracious, the Most Merciful.",200,Bismillah Ar-Rahman Ar-Rahim,,6,3,"Dengan nama Allah, Yang Maha Pemurah, Lagi Maha Penyayang","Dengan nama Allah, Yang Maha Pemurah, Lagi Maha Penyayang",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
47," أَسْتَغْفِرُ اللهَ الْعَظِيمَ","I seek forgiveness from Allah, the Almighty.","Je demande pardon à Allah, le Très Grand."," أَسْتَغْفِرُ اللهَ الْعَظِيمَ","Je demande pardon à Allah, le Très Grand.","I seek forgiveness from Allah, the Almighty.",200,Astaghfirullah al ‘Adhim,,6,4,"Aku memohon ampun kepada Allah, Yang Maha Agung","Aku memohon ampun kepada Allah, Yang Maha Agung",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
48,اللَّهُمَّ صلّ على مُحَمِّد وعلى آل مُحَمَّد وسلّم,"O Allah, send prayers upon Muhammad and upon the family of Muhammad, and grant them peace.","Ô Allah, prie sur Muhammad et sur la famille de Muhammad, et accorde-leur la paix.",اللَّهُمَّ صلّ على مُحَمِّد وعلى آل مُحَمَّد وسلّم,"Ô Allah, prie sur Muhammad et sur la famille de Muhammad, et accorde-leur la paix.","O Allah, send prayers upon Muhammad and upon the family of Muhammad, and grant them peace.",200,Allāhumma ṣalli ʿalā Muḥammad wa ʿalā āli Muḥammad wa sallim,,6,5,"Ya Allah, limpahkanlah selawat ke atas Muhammad dan ke atas keluarganya, serta berilah mereka kesejahteraan.","Ya Allah, limpahkanlah selawat ke atas Muhammad dan ke atas keluarganya, serta berilah mereka kesejahteraan.",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
49," لا اله إلا الله ",There is no deity but Allah.,Il n'y a de divinité qu'Allah.," لا اله إلا الله ",Il n'y a de divinité qu'Allah.,There is no deity but Allah.,200,Lā ilāha illā Allāh,,6,6,Tiada Tuhan melainkan Allah.,Tiada Tuhan melainkan Allah.,3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
50,الله,"Allahu ","Allahu ",الله,"Allahu ","Allahu ",200,"Allahu ",,6,7,"Allahu ",Allahu,3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
